number,title,url,pages,summary,characters
126,A New Mission,https://frieren.fandom.com/wiki/Chapter_126,18,,"[{""name"": ""Übel""}, {""name"": ""Land""}, {""name"": ""Land's grandmother"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Foundation Festival Arc""}, {""name"": ""Serie"", ""type"": ""Flashback""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Sense""}, {""name"": ""Falsch""}, {""name"": ""Fern""}, {""name"": ""Lineal"", ""type"": ""Imagined Debut""}, {""name"": ""Radaal"", ""type"": ""Flashback""}, {""name"": ""Hairstylist"", ""link"": ""List of Characters/Minor#Foundation Festival Arc""}, {""name"": ""Löwe"", ""type"": ""Cameo""}]"
127,Retrieval Mission,https://frieren.fandom.com/wiki/Chapter_127,18,,"[{""name"": ""Übel""}, {""name"": ""Land""}, {""name"": ""Lager"", ""type"": ""Cameo""}, {""name"": ""Weg"", ""type"": ""Cameo""}, {""name"": ""Grau"", ""type"": ""Cameo""}, {""name"": ""Genau"", ""type"": ""Imagined""}, {""name"": ""Lernen"", ""type"": ""Imagined""}, {""name"": ""Falsch"", ""type"": ""Imagined""}, {""name"": ""Sense"", ""type"": ""Imagined""}, {""name"": ""Serie"", ""type"": ""Flashback""}, {""name"": ""Lineal"", ""type"": ""Flashback""}, {""name"": ""Neu"", ""type"": ""Debut""}, {""name"": ""Kanone"", ""type"": ""Debut""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Löwe"", ""type"": ""Cameo""}, {""name"": ""Lehrer"", ""type"": ""Cameo""}]"
128,Magic Special Forces,https://frieren.fandom.com/wiki/Chapter_128,20,,"[{""name"": ""Grau"", ""type"": ""Chapter Cover""}, {""name"": ""Lager"", ""type"": ""Chapter Cover""}, {""name"": ""Land""}, {""name"": ""Übel""}, {""name"": ""Neu""}, {""name"": ""Löwe"", ""type"": ""Shadow""}, {""name"": ""Land's grandmother"", ""type"": ""Flashback"", ""link"": ""List of Characters/Minor#Foundation Festival Arc""}, {""name"": ""Fräse"", ""type"": ""Cameo""}, {""name"": ""Weg"", ""type"": ""Debut""}, {""name"": ""Kanone"", ""type"": ""Mentioned""}]"
129,Shadow of the Empire,https://frieren.fandom.com/wiki/Chapter_129,18,,"[{""name"": ""Sense""}, {""name"": ""Land"", ""type"": ""Mentioned""}, {""name"": ""Übel"", ""type"": ""Mentioned""}, {""name"": ""Falsch""}, {""name"": ""Lineal"", ""type"": ""Mentioned""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Flamme"", ""type"": ""Mentioned""}, {""name"": ""Fräse"", ""type"": ""Shadow""}, {""name"": ""Serie""}, {""name"": ""Lehrer"", ""type"": ""Cameo""}, {""name"": ""Löwe"", ""type"": ""Debut""}, {""name"": ""Schritt"", ""type"": ""Debut""}, {""name"": ""Wolf"", ""type"": ""Debut""}, {""name"": ""Iris"", ""type"": ""Debut""}, {""name"": ""Routine"", ""type"": ""Debut""}, {""name"": ""Clematis"", ""type"": ""Debut""}, {""name"": ""Lore"", ""type"": ""Debut""}, {""name"": ""Wehrlos"", ""type"": ""Debut""}, {""name"": ""Gazelle"", ""type"": ""Debut""}]"
130,Beneath the Water's Surface,https://frieren.fandom.com/wiki/Chapter_130,20,"Kanone, the vice-captain of the Magic Special Forces, brings Glück in for questioning. She attempts to convince Glück to state that he was deceived by Macht in order to reduce the severity of his sentence, but Glück maintains that he and Macht were partners. Glück discerns that Kanone's captain must be Fräse, and he recalls that Fräse was the mage that Macht warned him was strong enough to destroy Weise on her own. Glück then leaves, and Kanone speaks with Denken after, who expresses surprise at Glück's light punishment. He asks about the mission of the Magic Special Forces, but Kanone is unable to tell him the details. They are interrupted by the arrival of Neu, who reports that Land and Übel have been captured. Elsewhere in Eiseberg, Frieren wakes up early on her own, which Stark takes to be a harbinger of catastrophe.","[{""name"": ""Glück""}, {""name"": ""Kanone""}, {""name"": ""Emperor"", ""type"": ""Mentioned""}, {""name"": ""Nobles of Weise"", ""type"": ""Mentioned"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Fräse"", ""type"": ""Flashback Debut""}, {""name"": ""Macht"", ""type"": ""Flashback""}, {""name"": ""Denken""}, {""name"": ""Neu""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Falsch""}, {""name"": ""Sense""}]"
131,Escape,https://frieren.fandom.com/wiki/Chapter_131,20,,"[{""name"": ""Übel""}, {""name"": ""Land""}, {""name"": ""Weg""}, {""name"": ""Sense"", ""type"": ""Mentioned""}, {""name"": ""Kanone""}, {""name"": ""Neu""}, {""name"": ""Fräse"", ""type"": ""Mentioned""}]"
132,Chase,https://frieren.fandom.com/wiki/Chapter_132,18,,"[{""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Gazelle""}, {""name"": ""Falsch""}, {""name"": ""Denken""}, {""name"": ""Routine""}, {""name"": ""Sense""}, {""name"": ""Serie"", ""type"": ""Mentioned""}, {""name"": ""Heiter"", ""type"": ""Mentioned""}, {""name"": ""Schritt""}, {""name"": ""Wolf""}, {""name"": ""Iris""}, {""name"": ""Clematis""}, {""name"": ""Lore""}, {""name"": ""Wehrlos""}, {""name"": ""Löwe"", ""type"": ""Flashback""}, {""name"": ""Kreis"", ""type"": ""Cameo""}]"
133,Silver Coins,https://frieren.fandom.com/wiki/Chapter_133,18,"The Shadow Warriors gather and discuss the mission that Löwe has assigned them, and Clematis assigns everyone roles in the mission. The Shadow Warriors discuss their opponents and the probability of the assassination succeeding. Schritt reveals that Löwe is rumored to have previously killed a Great Mage, Minus, making it possible for him to visualize the death of the Great Mage Serie. After, the warriors split up in pairs at Wolf's insistence. Iris and Routine take a secret underground passageway into the castle and discuss their mission, but they are overheard by Falsch. Gazelle is seen having a drink at Wolf's bar, where he repays his tab using the silver coins Frieren previously paid him with. He comments that he wanted to pay Wolf back before he died. Meanwhile, while Frieren's Party head back to Gazelle's stall, Frieren tells Fern and Stark that she recognized Gazelle as a warrior, alongside the previous hero, Rasen, who is now masquerading as the vagabond Wehrlos. She reveals that she planned all along to track Gazelle by putting mana on the silver coins she paid him with, though Fern and Stark point out that Frieren was actually upset about being scammed.","[{""name"": ""Löwe"", ""type"": ""Flashback""}, {""name"": ""Clematis""}, {""name"": ""Iris""}, {""name"": ""Routine""}, {""name"": ""Lore""}, {""name"": ""Wolf""}, {""name"": ""Schritt""}, {""name"": ""Serie"", ""type"": ""Mentioned""}, {""name"": ""Sense"", ""type"": ""Pictured""}, {""name"": ""Wehrlos""}, {""name"": ""Previous Emperor"", ""type"": ""Mentioned Debut"", ""link"": ""List of Characters/Minor#Foundation Festival Arc""}, {""name"": ""Gazelle""}, {""name"": ""Minus"", ""type"": ""Imagined Debut""}, {""name"": ""Falsch""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Himmel"", ""type"": ""Flashback""}]"
134,Trace Back,https://frieren.fandom.com/wiki/Chapter_134,18,,"[{""name"": ""Wehrlos""}, {""name"": ""Clematis""}, {""name"": ""Routine"", ""type"": ""Mentioned""}, {""name"": ""Iris"", ""type"": ""Flashback""}, {""name"": ""Lore""}, {""name"": ""Löwe"", ""type"": ""Mentioned""}, {""name"": ""Goddess of Creation"", ""type"": ""Mentioned""}, {""name"": ""Schritt""}, {""name"": ""Wolf""}, {""name"": ""Gazelle""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Fern""}]"
135,Prelude,https://frieren.fandom.com/wiki/Chapter_135,17,"Sein arrives in Eiseberg and asks around for Gorilla's whereabouts. He heals Wehrlos's fatally injured cat, and upon appearing to recognize the name Gorilla, Wehrlos offers to take Sein to Wolf's bar to ask about Gorilla, but Schritt denies them entry, communicating to Wehrlos at the same time that something is going on. In the meantime, Lore begins to track Frieren using the Goddess's Magic. Wolf, with her guidance, shoots at Frieren from afar, though Stark manages to take the shot for her. Sein detects Frieren's mana signal and leaves Wehrlos to seek the party out, just as Stark collapses from the poison.","[{""name"": ""Wehrlos""}, {""name"": ""Clematis""}, {""name"": ""Sein""}, {""name"": ""Gorilla"", ""type"": ""Pictured"", ""link"": ""Kreis""}, {""name"": ""Schritt""}, {""name"": ""Gazelle""}, {""name"": ""Wolf""}, {""name"": ""Lore""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}]"
136,Reunion,https://frieren.fandom.com/wiki/Chapter_136,18,,"[{""name"": ""Frieren""}, {""name"": ""Sein""}, {""name"": ""Goddess of Creation"", ""type"": ""Mentioned""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Wolf""}, {""name"": ""Gorilla"", ""type"": ""Mentioned"", ""link"": ""Kreis""}, {""name"": ""Schritt""}, {""name"": ""Lore""}, {""name"": ""Gazelle""}, {""name"": ""Sense"", ""type"": ""Flashback""}]"
137,Repel,https://frieren.fandom.com/wiki/Chapter_137,18,"Fern uses the cover of the nightly fireworks to avoid Wolf's arrows and fly high into the sky. She is able to detect Lore's mana when the nun tries to attack her, and knocks Lore out with Zoltraak. This attracts the attention of the Magic Special Forces. After the fight, Wolf and Gazelle recover Lore, and Frieren's Party rendezvous with the other first-class mages. Übel and Land give Sense the intel they have recovered from Lineal. Meanwhile, Serie finally arrives in Eiseberg, and muses that it's ironic she's come to the magical civilization built up by Flamme under such circumstances.","[{""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Stark""}, {""name"": ""Sein""}, {""name"": ""Lore""}, {""name"": ""Wolf""}, {""name"": ""Gazelle""}, {""name"": ""Schritt"", ""type"": ""Flashback""}, {""name"": ""Neu""}, {""name"": ""Übel""}, {""name"": ""Land""}, {""name"": ""Kanone""}, {""name"": ""Weg""}, {""name"": ""Fräse"", ""type"": ""Mentioned""}, {""name"": ""Sense""}, {""name"": ""Falsch""}, {""name"": ""Minus"", ""type"": ""Imagined""}, {""name"": ""Gorilla"", ""type"": ""Mentioned"", ""link"": ""Kreis""}, {""name"": ""Lineal"", ""type"": ""Mentioned""}, {""name"": ""Serie""}, {""name"": ""Flamme"", ""type"": ""Flashback""}]"
138,Traitor,https://frieren.fandom.com/wiki/Chapter_138,18,,"[{""name"": ""Löwe"", ""type"": ""Chapter Cover""}, {""name"": ""Serie""}, {""name"": ""Falsch""}, {""name"": ""Flamme"", ""type"": ""Flashback""}, {""name"": ""Sense""}, {""name"": ""Land""}, {""name"": ""Übel""}, {""name"": ""Sein""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Previous Emperor"", ""type"": ""Imagined Debut"", ""link"": ""List of Characters/Minor#Foundation Festival Arc""}, {""name"": ""Weg""}, {""name"": ""Kanone""}, {""name"": ""Neu""}, {""name"": ""Fräse"", ""type"": ""Mentioned""}, {""name"": ""Clematis"", ""type"": ""Pictured""}, {""name"": ""Schritt"", ""type"": ""Pictured""}, {""name"": ""Lineal"", ""type"": ""Flashback""}, {""name"": ""Lernen"", ""type"": ""Mentioned""}, {""name"": ""Gazelle"", ""type"": ""Mentioned""}, {""name"": ""Wehrlos"", ""type"": ""Mentioned""}, {""name"": ""Gorilla"", ""type"": ""Pictured"", ""link"": ""Kreis""}]"
139,Kreis the Blacksmith,https://frieren.fandom.com/wiki/Chapter_139,18,,"[{""name"": ""Sense""}, {""name"": ""Übel""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Stark""}, {""name"": ""Falsch""}, {""name"": ""Land""}, {""name"": ""Neu"", ""type"": ""Flashback""}, {""name"": ""Sein""}, {""name"": ""Wehrlos""}, {""name"": ""Kreis""}, {""name"": ""Schritt""}, {""name"": ""Wolf"", ""type"": ""Flashback""}, {""name"": ""Iris""}, {""name"": ""Lore""}, {""name"": ""Routine""}, {""name"": ""Clematis""}, {""name"": ""Löwe""}, {""name"": ""Lehrer"", ""type"": ""Cameo""}, {""name"": ""Flamme"", ""type"": ""Mentioned""}, {""name"": ""Serie"", ""type"": ""Flashback""}, {""name"": ""Fräse""}, {""name"": ""Kanone""}]"
140,Ballroom,https://frieren.fandom.com/wiki/Chapter_140,18,,"[{""name"": ""Land""}, {""name"": ""Übel""}, {""name"": ""Falsch""}, {""name"": ""Serie""}, {""name"": ""Sense""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Sein""}, {""name"": ""Wehrlos"", ""type"": ""Shadow""}, {""name"": ""Gazelle"", ""type"": ""Shadow""}, {""name"": ""Wolf"", ""type"": ""Shadow""}, {""name"": ""Schritt"", ""type"": ""Shadow""}, {""name"": ""Löwe"", ""type"": ""Shadow""}, {""name"": ""Kreis"", ""type"": ""Shadow""}, {""name"": ""Iris"", ""type"": ""Shadow""}, {""name"": ""Routine"", ""type"": ""Shadow""}, {""name"": ""Clematis"", ""type"": ""Shadow""}, {""name"": ""Emperor"", ""type"": ""Mentioned""}, {""name"": ""Land's grandmother"", ""type"": ""Mentioned"", ""link"": ""List of Characters/Minor#Foundation Festival Arc""}, {""name"": ""Lernen""}, {""name"": ""Denken""}, {""name"": ""Glück""}, {""name"": ""Übel's sister"", ""type"": ""Mentioned"", ""link"": ""List of Characters/Minor#First-Class Mage Exam Arc""}]"
